begdat,begprc,permno,date,prc
2011-12-21,2011-12-21,13125.0,2011-12-21,69.3199996948242
2011-12-21,2011-12-21,13126.0,2011-12-21,105.75
1925-12-31,1925-12-31,13127.0,1925-12-31,115.625
1972-12-14,1972-12-14,13128.0,1972-12-14,6.25
2011-12-21,2011-12-21,13129.0,2011-12-21,114.330001831055
2011-12-21,2011-12-21,13130.0,2011-12-21,72.120002746582
2011-12-21,2011-12-21,13131.0,2011-12-21,111.959999084473
2011-12-21,2011-12-21,13132.0,2011-12-21,29.6800003051758
2011-12-09,2011-12-09,13133.0,2011-12-09,20.0
2012-01-13,2012-01-13,13134.0,2012-01-13,10.6999998092651
1925-12-31,1925-12-31,13135.0,1925-12-31,22.6875
1972-12-14,1972-12-14,13136.0,1972-12-14,4.125
2011-12-01,2011-12-01,13137.0,2011-12-01,30.0219993591309
2011-12-01,2011-12-01,13138.0,2011-12-01,30.0499992370605
2011-12-14,2011-12-14,13139.0,2011-12-14,18.25
2011-12-02,2011-12-02,13140.0,2011-12-02,2.44000005722046
2012-01-03,2012-01-03,13141.0,2012-01-03,18.1000003814697
2011-12-15,2011-12-15,13142.0,2011-12-15,24.2000007629395
1925-12-31,1925-12-31,13143.0,1925-12-31,38.125
1972-12-14,1972-12-14,13144.0,1972-12-14,18.125
2011-12-14,2011-12-14,13145.0,2011-12-14,8.82999992370605
1925-12-31,1925-12-31,13151.0,1925-12-31,12.375
1977-04-01,1977-04-01,13152.0,1977-04-01,13.0
2011-12-19,2011-12-19,13159.0,2011-12-19,6.0
2011-12-13,2011-12-13,13160.0,2011-12-13,15.0500001907349
2011-12-12,2011-12-12,13161.0,2011-12-12,9.89990043640137
2011-12-15,2011-12-15,13162.0,2011-12-15,18.0499992370605
2011-12-09,2011-12-09,13163.0,2011-12-09,18.7900009155273
2011-12-06,2011-12-06,13165.0,2011-12-06,25.9500007629395
2011-12-06,2011-12-06,13166.0,2011-12-06,24.9799995422363
2011-12-01,2011-12-01,13167.0,2011-12-01,4.01000022888184
2011-12-21,2011-12-21,13168.0,2011-12-21,27.6700000762939
2011-12-16,2011-12-16,13169.0,2011-12-16,9.5
2012-01-26,2012-01-26,13170.0,2012-01-26,24.9699993133545
2012-01-12,2012-01-12,13171.0,2012-01-12,25.6100006103516
2012-01-09,2012-01-09,13172.0,2012-01-09,24.3199996948242
2012-01-11,2012-01-11,13173.0,2012-01-11,40.0099983215332
2012-01-11,2012-01-11,13174.0,2012-01-11,39.9700012207031
2012-01-11,2012-01-11,13175.0,2012-01-11,39.9700012207031
2012-01-27,2012-01-27,13176.0,2012-01-27,25.7900009155273
2012-01-27,2012-01-27,13177.0,2012-01-27,10.0050001144409
1925-12-31,1925-12-31,13178.0,1925-12-31,37.0
1981-03-12,1981-03-12,13179.0,1981-03-12,0.625
2012-01-30,2012-01-30,13180.0,2012-01-30,2.5
2012-01-25,2012-01-25,13181.0,2012-01-25,17.1200008392334
2012-01-12,2012-01-12,13182.0,2012-01-12,50.2999992370605
2012-01-12,2012-01-12,13183.0,2012-01-12,25.7849998474121
2012-01-12,2012-01-12,13184.0,2012-01-12,25.1350002288818
2012-01-30,2012-01-30,13185.0,2012-01-30,12.0
1925-12-31,1925-12-31,13186.0,1925-12-31,1.25
1984-01-12,1984-01-12,13187.0,1984-01-12,8.375
2012-02-06,2012-02-06,13188.0,2012-02-06,26.8899993896484
2012-01-13,2012-01-13,13189.0,2012-01-13,24.7900009155273
2012-01-13,2012-01-13,13190.0,2012-01-13,24.8999996185303
2012-01-12,2012-01-12,13191.0,2012-01-12,15.1899995803833
2012-01-12,2012-01-12,13192.0,2012-01-12,40.5099983215332
2012-01-12,2012-01-12,13193.0,2012-01-12,39.2599983215332
1925-12-31,1925-12-31,13194.0,1925-12-31,3.125
2012-01-26,2012-01-26,13195.0,2012-01-26,40.4300003051758
2012-01-11,2012-01-11,13196.0,2012-01-11,2.39989995956421
2012-01-12,2012-01-12,13197.0,2012-01-12,40.3600006103516
2012-01-25,2012-01-25,13198.0,2012-01-25,4.9899001121521
2012-01-19,2012-01-19,13199.0,2012-01-19,51.8699989318848
2012-01-19,2012-01-19,13200.0,2012-01-19,53.9300003051758
2012-01-19,2012-01-19,13201.0,2012-01-19,10.1000003814697
2012-01-27,2012-01-27,13202.0,2012-01-27,11.0900001525879
2012-01-26,2012-01-26,13203.0,2012-01-26,12.0
2012-03-14,2012-03-14,13204.0,2012-03-14,22.4899997711182
2012-02-08,2012-02-08,13206.0,2012-02-08,11.0799999237061
1925-12-31,1925-12-31,13207.0,1925-12-31,41.0
2012-02-15,2012-02-15,13208.0,2012-02-15,31.4400005340576
2012-02-24,2012-02-24,13209.0,2012-02-24,24.9699993133545
2012-02-08,2012-02-08,13210.0,2012-02-08,14.0
2012-02-15,2012-02-15,13211.0,2012-02-15,29.9549999237061
2012-02-15,2012-02-15,13212.0,2012-02-15,29.9200000762939
2012-02-15,2012-02-15,13213.0,2012-02-15,30.0200004577637
2012-02-15,2012-02-15,13214.0,2012-02-15,30.2649993896484
1925-12-31,1925-12-31,13215.0,1925-12-31,39.25
1972-12-14,1972-12-14,13216.0,1972-12-14,4.875
2012-02-15,2012-02-15,13217.0,2012-02-15,30.2800006866455
2012-02-15,2012-02-15,13218.0,2012-02-15,30.7399997711182
2012-02-15,2012-02-15,13219.0,2012-02-15,30.6800003051758
2012-02-16,2012-02-16,13220.0,2012-02-16,30.6200008392334
2012-02-16,2012-02-16,13221.0,2012-02-16,30.75
2012-02-09,2012-02-09,13222.0,2012-02-09,13.7399997711182
1925-12-31,1925-12-31,13223.0,1925-12-31,80.375
1972-12-14,1972-12-14,13224.0,1972-12-14,8.5625
2012-02-10,2012-02-10,13225.0,2012-02-10,11.5
2012-02-08,2012-02-08,13226.0,2012-02-08,25.1000003814697
2012-02-02,2012-02-02,13227.0,2012-02-02,13.0
2012-02-24,2012-02-24,13228.0,2012-02-24,52.0400009155273
2012-02-24,2012-02-24,13229.0,2012-02-24,55.0798988342285
2012-02-02,2012-02-02,13230.0,2012-02-02,25.6672992706299
1925-12-31,1925-12-31,13231.0,1925-12-31,35.25
1984-06-08,1984-06-08,13232.0,1984-06-08,5.5
2012-02-02,2012-02-02,13233.0,2012-02-02,25.4799995422363
2012-02-02,2012-02-02,13234.0,2012-02-02,25.2399997711182
2012-02-02,2012-02-02,13235.0,2012-02-02,25.5
2012-02-02,2012-02-02,13236.0,2012-02-02,25.9599990844727
2012-02-16,2012-02-16,13237.0,2012-02-16,50.2249984741211
2012-02-16,2012-02-16,13238.0,2012-02-16,50.2200012207031
2012-02-16,2012-02-16,13239.0,2012-02-16,50.1150016784668
2012-02-16,2012-02-16,13240.0,2012-02-16,24.7849998474121
2012-02-16,2012-02-16,13241.0,2012-02-16,50.189998626709
2012-02-16,2012-02-16,13242.0,2012-02-16,50.6399993896484
2012-02-15,2012-02-15,13243.0,2012-02-15,25.3899993896484
2012-02-02,2012-02-02,13244.0,2012-02-02,11.75
2012-02-24,2012-02-24,13245.0,2012-02-24,25.2199993133545
2012-02-24,2012-02-24,13246.0,2012-02-24,25.4300003051758
2012-02-09,2012-02-09,13247.0,2012-02-09,40.1650009155273
2012-02-09,2012-02-09,13248.0,2012-02-09,39.8950004577637
2012-02-24,2012-02-24,13249.0,2012-02-24,29.0
2012-02-08,2012-02-08,13250.0,2012-02-08,9.0
2012-02-28,2012-02-28,13251.0,2012-02-28,50.7099990844727
2012-02-28,2012-02-28,13252.0,2012-02-28,50.310001373291
2012-02-01,2012-02-01,13253.0,2012-02-01,16.0
2012-02-24,2012-02-24,13254.0,2012-02-24,19.9899997711182
2012-02-02,2012-02-02,13255.0,2012-02-02,13.0
2012-02-09,2012-02-09,13256.0,2012-02-09,26.9599990844727
2012-02-03,2012-02-03,13257.0,2012-02-03,57.6100006103516
1925-12-31,1925-12-31,13258.0,1925-12-31,7.125
1980-03-25,1980-03-25,13259.0,1980-03-25,2.0625
2012-02-17,2012-02-17,13260.0,2012-02-17,14.3000001907349
2012-02-24,2012-02-24,13261.0,2012-02-24,16.5100002288818
2012-02-08,2012-02-08,13262.0,2012-02-08,11.0
2012-02-03,2012-02-03,13263.0,2012-02-03,6.05999994277954
2012-02-22,2012-02-22,13264.0,2012-02-22,14.8000001907349
2012-02-17,2012-02-17,13265.0,2012-02-17,6.25
1925-12-31,1925-12-31,13266.0,1925-12-31,20.25
2012-02-08,2012-02-08,13267.0,2012-02-08,15.3900003433228
2012-02-09,2012-02-09,13268.0,2012-02-09,55.0
2012-02-09,2012-02-09,13269.0,2012-02-09,54.5200004577637
2012-02-09,2012-02-09,13270.0,2012-02-09,51.3899993896484
2012-02-09,2012-02-09,13271.0,2012-02-09,51.1749992370605
2012-02-09,2012-02-09,13272.0,2012-02-09,52.7699966430664
2012-02-16,2012-02-16,13273.0,2012-02-16,50.064998626709
1925-12-31,1925-12-31,13274.0,1925-12-31,30.0
1981-10-01,1981-10-01,13275.0,1981-10-01,1.5625
2012-02-01,2012-02-01,13276.0,2012-02-01,9.80000019073486
2012-02-29,2012-02-29,13277.0,2012-02-29,13.5600004196167
2012-02-10,2012-02-10,13278.0,2012-02-10,48.0
2012-02-16,2012-02-16,13279.0,2012-02-16,11.996000289917
2012-02-10,2012-02-10,13280.0,2012-02-10,5.25
2012-03-09,2012-03-09,13281.0,2012-03-09,3.21000003814697
1925-12-31,1925-12-31,13282.0,1925-12-31,17.5
1978-04-21,1978-04-21,13283.0,1978-04-21,3.0
2012-03-15,2012-03-15,13284.0,2012-03-15,23.3999996185303
2012-03-28,2012-03-28,13285.0,2012-03-28,35.9199981689453
2012-03-13,2012-03-13,13286.0,2012-03-13,15.8000001907349
2012-03-28,2012-03-28,13287.0,2012-03-28,20.0750007629395
2012-03-28,2012-03-28,13288.0,2012-03-28,20.0300006866455
2012-03-28,2012-03-28,13289.0,2012-03-28,20.0400009155273
1925-12-31,1925-12-31,13290.0,1925-12-31,38.625
1982-02-19,1982-02-19,13291.0,1982-02-19,4.0
2012-03-15,2012-03-15,13292.0,2012-03-15,23.5900001525879
2012-03-21,2012-03-21,13293.0,2012-03-21,40.0299987792969
2012-03-22,2012-03-22,13294.0,2012-03-22,25.1100006103516
2012-03-13,2012-03-13,13295.0,2012-03-13,20.0799999237061
2012-03-28,2012-03-28,13296.0,2012-03-28,20.0499992370605
2012-03-21,2012-03-21,13297.0,2012-03-21,20.0
2012-03-29,2012-03-29,13298.0,2012-03-29,25.0
2012-03-08,2012-03-08,13299.0,2012-03-08,14.1999998092651
2012-03-01,2012-03-01,13300.0,2012-03-01,99.9599990844727
2012-03-29,2012-03-29,13301.0,2012-03-29,24.6350002288818
2012-03-28,2012-03-28,13302.0,2012-03-28,16.4500007629395
1925-12-31,1925-12-31,13303.0,1925-12-31,168.0
1979-04-27,1979-04-27,13304.0,1979-04-27,22.75
2012-03-29,2012-03-29,13305.0,2012-03-29,20.0
2012-03-15,2012-03-15,13306.0,2012-03-15,24.7859992980957
2012-03-15,2012-03-15,13307.0,2012-03-15,24.8139991760254
2012-03-15,2012-03-15,13308.0,2012-03-15,30.1800003051758
2012-03-07,2012-03-07,13309.0,2012-03-07,21.75
2012-03-28,2012-03-28,13310.0,2012-03-28,49.6399993896484
1925-12-31,1925-12-31,13311.0,1925-12-31,76.75
1972-12-14,1972-12-14,13312.0,1972-12-14,7.75
2012-03-22,2012-03-22,13314.0,2012-03-22,19.5
2012-03-23,2012-03-23,13315.0,2012-03-23,5.5
2012-03-28,2012-03-28,13316.0,2012-03-28,21.0300006866455
2012-03-23,2012-03-23,13317.0,2012-03-23,24.4599990844727
2012-03-02,2012-03-02,13318.0,2012-03-02,24.5799999237061
2012-03-30,2012-03-30,13319.0,2012-03-30,12.4099998474121
2012-03-01,2012-03-01,13320.0,2012-03-01,10.4899997711182
2012-03-22,2012-03-22,13321.0,2012-03-22,11.1099996566772
2012-03-08,2012-03-08,13322.0,2012-03-08,75.0699996948242
2012-03-30,2012-03-30,13323.0,2012-03-30,7.34000015258789
2012-03-23,2012-03-23,13324.0,2012-03-23,4.44999980926514
2012-03-29,2012-03-29,13325.0,2012-03-29,6.03999996185303
2012-03-15,2012-03-15,13326.0,2012-03-15,20.5499992370605
2012-03-01,2012-03-01,13327.0,2012-03-01,5.8600001335144
2012-03-22,2012-03-22,13328.0,2012-03-22,4.44999980926514
2012-03-29,2012-03-29,13329.0,2012-03-29,19.0300006866455
2012-03-29,2012-03-29,13330.0,2012-03-29,9.64000034332275
2012-04-27,2012-04-27,13331.0,2012-04-27,5.75
2012-04-26,2012-04-26,13332.0,2012-04-26,18.0
2012-04-25,2012-04-25,13333.0,2012-04-25,25.0300006866455
2012-04-25,2012-04-25,13334.0,2012-04-25,25.0
2012-04-25,2012-04-25,13335.0,2012-04-25,25.0799999237061
2012-04-27,2012-04-27,13336.0,2012-04-27,9.5
2012-04-12,2012-04-12,13337.0,2012-04-12,21.75
1925-12-31,1925-12-31,13338.0,1925-12-31,190.0
1972-12-14,1972-12-14,13339.0,1972-12-14,18.625
2012-04-25,2012-04-25,13340.0,2012-04-25,2.95000004768372
2012-04-19,2012-04-19,13341.0,2012-04-19,15.0799999237061
2012-04-20,2012-04-20,13342.0,2012-04-20,21.2999992370605
2012-04-12,2012-04-12,13343.0,2012-04-12,21.0400009155273
2012-04-25,2012-04-25,13344.0,2012-04-25,20.3784008026123
2012-04-03,2012-04-03,13345.0,2012-04-03,25.5900001525879
1925-12-31,1925-12-31,13346.0,1925-12-31,52.125
1983-06-21,1983-06-21,13347.0,1983-06-21,4.1875
2012-04-11,2012-04-11,13348.0,2012-04-11,25.1499996185303
2012-04-20,2012-04-20,13349.0,2012-04-20,15.0
2012-05-01,2012-05-01,13350.0,2012-05-01,3.70000004768372
2012-04-26,2012-04-26,13351.0,2012-04-26,19.9899997711182
2012-04-12,2012-04-12,13352.0,2012-04-12,42.3899993896484
2012-04-02,2012-04-02,13353.0,2012-04-02,28.7999992370605
1925-12-31,1925-12-31,13354.0,1925-12-31,31.125
1972-12-14,1972-12-14,13355.0,1972-12-14,3.25
2012-05-01,2012-05-01,13356.0,2012-05-01,32.7599983215332
2012-04-26,2012-04-26,13357.0,2012-04-26,19.9899997711182
2012-04-05,2012-04-05,13358.0,2012-04-05,8.75
2012-04-26,2012-04-26,13360.0,2012-04-26,30.1599998474121
2012-04-26,2012-04-26,13361.0,2012-04-26,30.1700000762939
1926-01-21,1926-01-21,13362.0,1926-01-21,35.25
1972-12-14,1972-12-14,13363.0,1972-12-14,2.375
2012-04-26,2012-04-26,13364.0,2012-04-26,30.0799999237061
2012-04-18,2012-04-18,13365.0,2012-04-18,21.25
2012-04-10,2012-04-10,13366.0,2012-04-10,11.8999996185303
2012-04-19,2012-04-19,13367.0,2012-04-19,26.5
2012-04-13,2012-04-13,13368.0,2012-04-13,24.7000007629395
2012-04-25,2012-04-25,13369.0,2012-04-25,4.19999980926514
1925-12-31,1925-12-31,13370.0,1925-12-31,237.875
1982-05-14,1982-05-14,13371.0,1982-05-14,1.75
2012-04-17,2012-04-17,13372.0,2012-04-17,6.17000007629395
2012-04-11,2012-04-11,13373.0,2012-04-11,8.0
2012-04-25,2012-04-25,13374.0,2012-04-25,8.48999977111816
2012-05-08,2012-05-08,13375.0,2012-05-08,11.5
2012-04-16,2012-04-16,13376.0,2012-04-16,13.75
2012-04-20,2012-04-20,13377.0,2012-04-20,14.0799999237061
2012-04-20,2012-04-20,13378.0,2012-04-20,10.0050001144409
2012-04-19,2012-04-19,13379.0,2012-04-19,35.4799995422363
2012-04-04,2012-04-04,13380.0,2012-04-04,14.5500001907349
2012-05-24,2012-05-24,13381.0,2012-05-24,49.9599990844727
2012-05-31,2012-05-31,13382.0,2012-05-31,24.8999996185303
2012-05-30,2012-05-30,13383.0,2012-05-30,10.0
2012-05-03,2012-05-03,13384.0,2012-05-03,10.6000003814697
2012-05-30,2012-05-30,13385.0,2012-05-30,3.27999997138977
2012-05-09,2012-05-09,13386.0,2012-05-09,25.0300006866455
2012-05-08,2012-05-08,13387.0,2012-05-08,25.0300006866455
2012-05-03,2012-05-03,13388.0,2012-05-03,20.0
1925-12-31,1925-12-31,13389.0,1925-12-31,56.5
1980-10-29,1980-10-29,13390.0,1980-10-29,6.75
2012-05-04,2012-05-04,13391.0,2012-05-04,16.5
2012-05-01,2012-05-01,13392.0,2012-05-01,50.9000015258789
2012-05-25,2012-05-25,13393.0,2012-05-25,25.0
2012-05-23,2012-05-23,13394.0,2012-05-23,100.580001831055
2012-05-25,2012-05-25,13395.0,2012-05-25,20.0
2012-05-08,2012-05-08,13396.0,2012-05-08,17.8400001525879
1925-12-31,1925-12-31,13397.0,1925-12-31,218.0
1972-12-14,1972-12-14,13398.0,1972-12-14,18.75
2012-05-04,2012-05-04,13399.0,2012-05-04,16.8099994659424
2012-05-10,2012-05-10,13400.0,2012-05-10,12.6000003814697
2012-05-10,2012-05-10,13401.0,2012-05-10,18.7700004577637
2012-05-10,2012-05-10,13402.0,2012-05-10,19.1000003814697
2012-05-10,2012-05-10,13403.0,2012-05-10,9.80000019073486
2012-05-23,2012-05-23,13404.0,2012-05-23,13.3249998092651
2012-05-03,2012-05-03,13405.0,2012-05-03,22.0499992370605
2012-05-11,2012-05-11,13406.0,2012-05-11,8.75
2012-05-18,2012-05-18,13407.0,2012-05-18,38.2318000793457
2012-05-11,2012-05-11,13408.0,2012-05-11,17.1299991607666
