permno,permco,namedt,nameenddt,comnam,cusip,ticker,exchcd
10145,22168,9/30/85,12/1/99,ALLIED SIGNAL INC,43851610,ALD,1
10145,22168,12/2/99,12/31/18,HONEYWELL INTERNATIONAL INC,43851610,HON,1
10146,314,12/14/72,8/16/82,APPLICATION ENGR CORP,101510,APLI,3
10146,314,8/17/82,4/26/88,A E C INC,101510,AECE,3
10147,8093,4/4/86,3/21/88,E M C CORP MA,26864810,EMCS,3
10147,8093,3/22/88,9/6/16,E M C CORP MA,26864810,EMC,1
10148,8094,4/4/86,4/17/86,TRADITIONAL INDUSTRIES INC,89268220,TRAD,3
10148,8094,4/18/86,4/22/91,TRADITIONAL INDUSTRIES INC,89268220,TRAD,3
10149,8095,4/4/86,7/19/02,EAGLE BANCSHARES INC,26942C10,EBSI,3
10150,8096,4/4/86,12/18/97,TRANS LEASING INTL INC,87255510,TLII,3
10150,8096,12/19/97,2/3/98,TLII LIQUIDATING CORP,87255510,TLII,3
10151,53202,7/9/10,11/30/11,ADVISORSHARES TRUST,00768Y40,GRV,4
10151,53202,12/1/11,8/7/15,ADVISORSHARES TRUST,00768Y40,AGLS,4
10152,8099,4/8/86,5/24/90,ADVANCE DISPLAY TECHNOLOGIES IN,742210,ADTI,3
10153,22169,12/31/25,7/1/62,ALLIS CHALMERS CORP,1964510,,1
10153,22169,7/2/62,1/1/68,ALLIS CHALMERS MFG CO,1964510,AH,1
10153,22169,1/2/68,5/11/71,ALLIS CHALMERS MFG CO,1964510,AH,1
10153,22169,5/12/71,12/2/88,ALLIS CHALMERS CORP,1964510,AH,1
10154,81,12/14/72,9/30/76,AMERICAN ELECTR LABS INC,103010,AELB,3
10154,81,10/1/76,2/22/96,A E L INDUSTRIES INC,103010,AELNA,3
10155,8079,4/8/86,8/11/96,ELECTRIC & GAS TECHNOLOGY INC,28485330,ELGT,3
10155,8079,8/12/96,8/21/96,ELECTRIC & GAS TECHNOLOGY INC,28485330,,0
10155,8079,8/22/96,6/10/01,ELECTRIC & GAS TECHNOLOGY INC,28485330,ELGT,3
10155,8079,6/11/01,6/13/01,ELECTRIC & GAS TECHNOLOGY INC,28485330,ELGT,3
10156,8100,4/8/86,8/27/86,HANSON JOHN S & L INC,41133710,JHSL,3
10156,8100,8/28/86,10/31/90,HANSON JOHN SAVINGS BANK FSB,41133710,JHSL,3
10156,8100,11/1/90,5/7/91,HANSON JOHN BANCORP INC,41133710,JHSL,3
10157,8101,4/8/86,12/31/96,NORTH SIDE SAVINGS BANK BRONX,66248810,NSBK,3
10158,53454,7/22/10,12/31/18,AMERESCO INC,2.36E+13,AMRC,1
10159,8103,4/9/86,6/26/90,INTERFERENCE CONTROL TECHS IND,45866T10,ICTX,3
10160,8105,4/10/86,7/29/87,SANDSPORT DATA SERVICES INC,79977820,SAND,3
10160,8105,7/30/87,5/5/92,SANDATA INC,79977820,SAND,3
10160,8105,5/6/92,6/15/92,SANDATA INC,79977820,SANDV,33
10160,8105,6/16/92,11/29/01,SANDATA INC,79977820,SAND,3
10160,8105,11/30/01,5/30/03,SANDATA TECHNOLOGIES,79977820,SAND,3
10161,20063,12/31/25,12/29/57,AMERICAN METAL LTD,2312710,,1
10161,20063,12/30/57,7/1/62,AMERICAN METAL CLIMAX INC,2312710,,1
10161,20063,7/2/62,1/1/68,AMERICAN METAL CLIMAX INC,2312710,AMX,1
10161,20063,1/2/68,6/27/74,AMERICAN METAL CLIMAX INC,2312710,AMX,1
10161,20063,6/28/74,11/15/93,AMAX INC,2312710,AMX,1
10162,88,1/12/73,3/4/81,A E S TECHNOLOGY SYSTEMS INC,103210,AEST,3
10163,8106,4/10/86,5/14/12,X RITE INC,98385710,XRIT,3
10164,8107,4/10/86,9/8/89,CAMBRIDGE ANALYTICAL ASSOC INC,13214710,CAAN,3
10165,8109,4/11/86,2/9/88,LAFAYETTE BANCORP INC,50589210,LBNK,3
10166,8110,4/11/86,10/5/92,LONG LAKE ENERGY CORP,54276710,LLEC,3
10167,6311,4/11/86,4/28/87,ENCHANTED VILLAGE INC,29251130,EVIAA,3
10167,6311,4/29/87,6/12/87,ENCHANTED VILLAGE INC,29251130,EVAA,3
10168,7814,4/14/86,4/21/89,ARNOX CORP,4262410,ARNX,3
10169,8112,4/14/86,9/21/87,SPORTS MARKETING INC,84890610,PADS,3
10170,8113,4/14/86,3/3/98,FAMILY STEAK HOUSES FL INC,30705920,RYFL,3
10170,8113,3/4/98,5/9/03,FAMILY STEAK HOUSES FL INC,30705920,RYFL,3
10171,8114,4/14/86,5/16/90,CHARTWELL GROUP LTD,16190610,CTWL,3
10172,8115,4/16/86,10/19/87,GRANITE COOP BK NORTH QUINCY MA,38733010,GNTE,3
10172,8115,10/20/87,11/9/87,GRANITE COOP BK NORTH QUINCY MA,38733010,,0
10172,8115,11/10/87,12/12/91,GRANITE COOP BK NORTH QUINCY MA,38733010,GNTE,3
10173,8116,4/16/86,10/31/90,SEABOARD SAVINGS & L ASSN VA BC,81151110,SEAB,3
10173,8116,11/1/90,2/1/96,SEABOARD BANCORP INC,81151110,SEAB,3
10174,8117,4/17/86,2/26/93,JEFFERSON NATIONAL BANK NY,47424310,JNBK,3
10175,8118,4/17/86,6/30/92,BARRYS JEWELERS INC,6889130,BARY,3
10175,8118,7/1/92,11/15/94,BARRYS JEWELERS INC,6889130,BARY,3
10175,8118,11/16/94,7/11/97,BARRYS JEWELERS INC,6889130,BARY,3
10176,8119,4/18/86,6/29/92,THERMAL EXPLORATION CO,88346910,TECC,3
10177,8120,4/21/86,6/4/86,INVESTMENT RES & TECHNOLOGY INC,25146410,SFNS,3
10177,8120,6/5/86,4/5/93,SPEAR FINANCIAL SERVICES INC,25146410,SFNS,3
10177,8120,4/6/93,6/17/93,SPEAR FINANCIAL SERVICES INC,25146410,JMCG,3
10177,8120,6/18/93,8/31/99,J M C GROUP INC,25146410,JMCG,3
10177,8120,9/1/99,3/26/01,FECHTOR DETWILER MITCHELL & CO,25146410,FEDM,3
10177,8120,3/27/01,7/2/03,DETWILER MITCHELL & CO,25146410,DMCO,3
10178,8121,4/22/86,5/8/96,WESTERN PUBLISHING GROUP INC,38080410,WPGI,3
10178,8121,5/9/96,2/16/99,GOLDEN BOOKS FAMILY ENT INC,38080410,GBFE,3
10179,8122,4/22/86,8/31/95,ROCHESTER COMMUNITY SVGS BK NY,74937110,RCSB,3
10179,8122,9/1/95,10/3/97,R C S B FINANCIAL INC,74937110,RCSB,3
10180,9743,4/8/88,6/24/02,AKORN INC,972810,AKRN,3
10180,9743,6/25/02,11/23/04,AKORN INC,972810,,0
10180,9743,11/24/04,2/6/07,AKORN INC,972810,AKN,2
10180,9743,2/7/07,12/31/18,AKORN INC,972810,AKRX,3
10181,8124,4/22/86,3/2/90,MUNICIPAL DEVELOPMENT CORP,62591210,MUNI,3
10182,8125,4/23/86,12/31/18,TECH DATA CORP,87823710,TECD,3
10183,10090,4/23/86,10/28/86,E R C INDUSTRIES INC,26890210,ERCO,3
10184,9699,2/29/88,4/21/92,ALFA INTERNATIONAL CORP,1538910,ALFE,3
10185,8128,4/24/86,11/23/99,MERRILL CORP,59017510,MRLL,3
10186,8129,4/24/86,4/3/90,SOUTHWEST CAPITAL CORP,84479710,SWCC,3
10187,7966,4/24/86,3/16/98,HEALTHPLEX INC,42191810,HPLX,3
10188,22170,12/31/25,12/16/30,AMERICAN BOSCH MAGNETO CORP,2314110,,1
10188,22170,12/17/30,9/26/38,UNITED AMERICAN BOSCH CORP,2314110,,1
10188,22170,9/27/38,7/20/54,AMERICAN BOSCH CORP,2314110,,1
10188,22170,7/21/54,7/1/62,AMERICAN BOSCH ARMA CORP,2314110,,1
10188,22170,7/2/62,4/24/68,AMERICAN BOSCH ARMA CORP,2314110,AB,1
10188,22170,4/25/68,7/14/78,AMBAC INDUSTRIES INC,2314110,AB,1
10189,93,12/14/72,2/9/88,A F A PROTECTIVE SYSTEMS INC,103810,AFAP,3
10190,8104,4/25/86,1/22/92,COLOROCS CORP,19680710,CLRX,3
10191,8130,4/25/86,2/27/89,TEXCEL INTERNATIONAL INC,88290230,TXEL,3
10191,8130,2/28/89,3/2/90,TEXCEL INTERNATIONAL INC,88290230,TXEL,3
10192,8131,4/25/86,6/29/01,M S CARRIERS INC,55353310,MSCA,3
10193,8071,4/28/86,9/23/87,RUBICON CORP,68840210,RBCN,3
10193,8071,9/24/87,2/4/88,RUBICON CORP,68840210,,0
10193,8071,2/5/88,12/6/92,RUBICON CORP,68840210,RBCN,3
10193,8071,12/7/92,8/16/94,OSPREY HOLDING INC,68840210,OSPY,3
10194,8132,4/28/86,9/29/00,SOMERSET GROUP INC,83470610,SOMR,3
10195,1221,4/28/86,10/9/97,C TEC CORP,20334920,CTEXB,3
10195,1221,10/10/97,9/3/03,COMMONWEALTH TELE ENTRPS INC,20334920,CTCOB,3
10196,22171,12/31/25,7/1/62,AMERICAN & FGN PWR INC,2366390,,1
10196,22171,7/2/62,12/29/67,AMERICAN & FGN PWR INC,2366390,AF,1
10197,22172,12/14/72,2/20/73,A F C O A,105210,,3
10198,8133,4/28/86,10/18/91,DEL PAINT CORP,24528210,DELA,3
10199,8134,4/29/86,3/31/98,ARBOR DRUGS INC,3876010,ARBR,3
10200,8135,4/29/86,12/31/18,REPLIGEN CORP,75991610,RGEN,3
10201,53455,7/23/10,12/31/18,ATLANTIC POWER CORP,04878Q86,AT,1
10202,8137,4/29/86,8/23/88,CAPITAL WIRE & CABLE CORP,14053010,CWCC,3
10203,8138,4/30/86,12/28/88,PIONEER SAVINGS BANK INC NC,72356K10,PSBN,3
10203,8138,12/29/88,9/23/93,PIONEER BANCORP INC,72356K10,PSBN,3
10204,8139,5/1/86,5/6/87,UNITEL CORP,91325210,UNTL,3
10205,8140,5/2/86,1/7/88,LAWRENCE SAVINGS BANK,50215P10,LSBX,3
10205,8140,1/8/88,10/27/91,INTREX FINANCIAL SERVICES INC,50215P10,TREX,3
10205,8140,10/28/91,7/1/01,LAWRENCE SAVINGS BANK NEW,50215P10,LSBX,3
10205,8140,7/2/01,11/30/10,L S B CORP,50215P10,LSBX,3
10206,8141,5/2/86,5/3/90,EDUCATION SYSTEMS & PUB CORP,28190020,ESPC,3
10207,9806,6/7/88,5/17/95,AMERICAS ALL SEASON FUND INC,85208J10,FUND,3
10207,9806,5/18/95,11/6/96,ALL SEASONS GLOBAL FUND INC,85208J10,FUND,3
10207,9806,11/7/96,5/9/99,ROYCE GLOBAL TRUST INC,85208J10,FUND,3
10207,9806,5/10/99,3/8/15,ROYCE FOCUS TRUST INC,85208J10,FUND,3
10207,9806,3/9/15,12/31/18,SPROTT FOCUS TRUST INC,85208J10,FUND,3
10208,8143,5/5/86,5/1/92,INSTRUCTIVISION INC,45778910,ISTC,3
10209,22173,12/31/25,7/1/62,AMERICAN AGRIC CHEM CO,2399290,,1
10209,22173,7/2/62,10/21/63,AMERICAN AGRIC CHEM CO,2399290,AHD,1
10210,8144,5/5/86,11/1/91,FIRST FEDERAL SVGS BK GA WINDER,32019D10,FSBG,3
10211,8145,5/5/86,1/24/88,WESTCORP,95790710,WCRP,3
10211,8145,1/25/88,4/10/88,WESTCORP,95790710,WES,2
10211,8145,4/11/88,6/16/93,WESTCORP INC,95790710,WES,2
10211,8145,6/17/93,2/28/06,WESTCORP INC,95790710,WES,1
10212,7278,5/6/86,6/19/91,INFRASONICS INC,45683430,IFRA,3
10212,7278,6/20/91,6/27/96,INFRASONICS INC,45683430,IFRA,3
10213,8146,5/6/86,12/17/96,AMERICAN TRAVELLERS CORP,3029010,ATVC,3
10214,8147,5/6/86,1/29/98,PLASTI LINE INC,72754010,SIGN,3
10215,8052,5/7/86,8/13/87,UNITED STATES VIDEO VENDING COR,91288R10,VVCO,3
10216,7183,5/7/86,11/11/87,TRILLING RESOURCES LTD,98160920,BURN,3
10216,7183,11/12/87,2/22/88,TRILLING MEDICAL TECHS INC,98160920,BURN,3
10216,7183,2/23/88,10/30/88,TRILLING MEDICAL TECHS INC,98160920,,0
10216,7183,10/31/88,5/30/91,TRILLING MEDICAL TECHS INC,98160920,BURN,3
10216,7183,5/31/91,11/27/94,WATER JEL TECHNOLOGIES INC,98160920,BURN,3
10216,7183,11/28/94,8/4/96,WATER JEL TECHNOLOGIES INC,98160920,BURN,3
10216,7183,8/5/96,2/23/98,WATER JEL TECHNOLOGIES INC,98160920,XCED,3
10216,7183,2/24/98,2/2/99,X CEED INC,98160920,XCED,3
10216,7183,2/3/99,11/28/00,XCEED INC,98160920,XCED,3
10216,7183,11/29/00,3/20/01,WORLDWIDE XCEED GROUP INC,98160920,XCED,3
10216,7183,3/21/01,4/30/01,WORLDWIDE XCEED GROUP INC,98160920,XCED,3
10217,22174,12/31/25,7/1/62,AMERICAN BANK NOTE CO,2437510,,1
10217,22174,7/2/62,1/1/68,AMERICAN BANK NOTE CO,2437510,ABN,1
10217,22174,1/2/68,1/16/70,AMERICAN BANK NOTE CO,2437510,ABN,1
10218,109,10/14/80,11/28/82,AUTOMATIC FILM PROCESS,105810,AFPC,3
10218,109,11/29/82,3/19/99,A F P IMAGING CORP,105810,AFPC,3
10219,8148,5/7/86,5/11/87,TELESIS SYSTEMS CORP,87992210,TLSS,3
10220,53456,8/2/10,6/30/15,BABCOCK & WILCOX CO NEW,05605H10,BWC,1
10220,53456,7/1/15,12/31/18,B W X TECHNOLOGIES INC,05605H10,BWXT,1
10221,8150,5/7/86,6/3/88,IMAGE MANAGEMENT SYSTEMS INC,45244010,IMSR,3
10222,8151,5/7/86,12/7/93,FRETTER INC,35832120,FTTR,3
10222,8151,12/8/93,12/8/93,FRETTER INC,35832120,FTTRV,33
10222,8151,12/9/93,1/18/94,FRETTER INC,35832120,FTTRV,33
10222,8151,1/19/94,2/26/96,FRETTER INC,35832120,FTTR,3
10223,53458,7/21/10,3/27/14,CAMELOT INFORMATION SYSTEMS INC,13322V10,CIS,1
10224,7611,5/7/86,5/25/93,REGENCY CRUISES INC,75884810,SHIP,3
10225,20067,12/31/25,7/1/62,AMERICAN TOB CO,7373010,,1
10225,20067,7/2/62,1/1/68,AMERICAN TOB CO,7373010,AT,1
10225,20067,1/2/68,6/30/69,AMERICAN TOB CO,7373010,AT,1
10225,20067,7/1/69,6/1/97,AMERICAN BRANDS INC,7373010,AMB,1
10225,20067,6/2/97,10/3/11,FORTUNE BRANDS INC,7373010,FO,1
10225,20067,10/4/11,4/30/14,BEAM INC,7373010,BEAM,1
10226,22175,12/14/72,10/9/73,A G C INDUSTRIES INC,108010,,3
10227,8153,5/7/86,9/7/86,KIMMINS INDUSTRIAL SERVICE CORP,49446810,KISC,3
10227,8153,9/8/86,10/31/88,KIMMINS CORP,49446810,KISC,3
10228,8154,5/7/86,6/21/90,INTERFUND CORP,45867R10,IFND,3
10229,8155,5/7/86,3/1/88,NORTH AMERICAN COMMUNS CORP NEW,65679810,NACS,3
10230,8156,5/8/86,11/1/87,ANDOVER SAVINGS BANK MASS,3425810,ANDB,3
10230,8156,11/2/87,10/31/01,ANDOVER BANCORP INC DEL,3425810,ANDB,3
10231,8157,5/8/86,8/29/97,COMMUNITY BANKSHARES INC NH,20363010,CBNH,3
10232,8158,5/8/86,6/4/12,ELMIRA SAVINGS BANK FSB NY,28966010,ESBK,3
10232,8158,6/5/12,12/31/18,ELMIRA SAVINGS BANK NY,28966010,ESBK,3
10233,22176,12/31/25,3/31/27,FAMOUS PLAYERS LASKY CORP,2473510,,1
10233,22176,4/1/27,4/23/30,PARAMOUNT FAMOUS LASKY CORP,2473510,,1
10233,22176,4/24/30,8/27/35,PARAMOUNT PUBLIX CORP,2473510,,1
10233,22176,8/28/35,12/30/49,PARAMOUNT PICTURES INC,2473510,,1
10233,22176,12/31/49,2/8/53,UNITED PARAMOUNT THEATRES INC,2473510,,1
10233,22176,2/9/53,7/1/62,AMERICAN BROADCASTING PARAMOUNT,2473510,,1
10233,22176,7/2/62,12/11/67,AMERICAN BROADCASTING PARAMOUNT,2473510,ABP,1
10233,22176,12/12/67,1/1/68,AMERICAN BROADCASTING COS INC,2473510,ABC,1
10233,22176,1/2/68,1/3/86,AMERICAN BROADCASTING COS INC,2473510,ABC,1
10234,118,12/14/72,6/21/73,A G M INDUSTRIES INC,122010,AGMI,3
10234,118,6/22/73,9/16/73,A G M INDUSTRIES INC,122010,,0
10234,118,9/17/73,3/3/74,A G M INDUSTRIES INC,122010,AGMI,3
10234,118,3/4/74,6/14/79,A G M INDUSTRIES INC,122010,,0
10234,118,6/15/79,7/28/83,A G M INDUSTRIES INC,122010,AGMN,3
10235,8159,5/8/86,2/26/89,AMERICAN PASSAGE MRKTING CORP,71940B10,APAS,3
10235,8159,2/27/89,1/31/00,SEATTLE FILMWORKS INC,71940B10,FOTO,3
10235,8159,2/1/00,8/21/01,PHOTOWORKS INC,71940B10,FOTO,3
10236,8160,5/8/86,10/4/90,WEBSTER CLOTHES INC,94780010,WEBS,3
10237,8161,5/8/86,9/14/88,INTERNATIONAL SURGICAL & PHRM C,46040710,SURG,3
10238,8164,5/9/86,7/31/89,BAY VIEW FED S & L ASSN CA,39091410,BVFS,3
10238,8164,8/1/89,4/30/97,BAY VIEW CAPITAL CORP,39091410,BVFS,3
10238,8164,5/1/97,3/31/99,BAY VIEW CAPITAL CORP,39091410,BVCC,3
10238,8164,4/1/99,6/30/04,BAY VIEW CAPITAL CORP,39091410,BVC,1
10238,8164,7/1/04,4/30/06,BAY VIEW CAPITAL CORP,39091410,BVC,1
10238,8164,5/1/06,2/15/08,GREAT LAKES BANCORP INC NEW,39091410,GLK,1
10239,714,5/9/86,7/31/18,BALDWIN & LYONS INC,74368L20,BWINB,3
10239,714,8/1/18,12/31/18,PROTECTIVE INSURANCE CORP,74368L20,PTVCB,3
10240,8167,5/9/86,5/13/88,WOMENS HEALTH CNTRS OF AMER INC,97815810,WOMN,3
10241,22177,12/31/25,7/1/62,AMERICAN CAN CO,74158710,,1
10241,22177,7/2/62,1/1/68,AMERICAN CAN CO,74158710,AC,1
10241,22177,1/2/68,4/27/87,AMERICAN CAN CO,74158710,AC,1
10241,22177,4/28/87,12/15/88,PRIMERICA CORP,74158710,PA,1
10242,8168,5/12/86,5/9/95,TRANS FINANCIAL BANCORP INC,89323N10,TRFI,3
10242,8168,5/10/95,8/21/98,TRANS FINANCIAL INC,89323N10,TRFI,3
10243,8169,5/12/86,11/7/88,ATLANTIC FEDERAL SAVINGS BANK M,4765910,AFED,3
10243,8169,11/8/88,3/31/95,ATLANFED BANCORP INC,4765910,AFED,3
10244,8170,5/12/86,12/27/89,DASIBI ENVIRONMENTAL CORP,73154730,DSBE,3
10244,8170,12/28/89,5/14/98,POLLUTION RESEARCH & CTRL CORP,73154730,PRCC,3
10244,8170,5/15/98,1/30/02,POLLUTION RESEARCH & CTRL CORP,73154730,PRCC,3
10244,8170,1/31/02,6/18/02,POLLUTION RESEARCH & CTRL CORP,73154730,UDET,3
10245,8171,5/13/86,11/9/92,SHELLY ASSOCIATES INC,82282410,SHLY,3
10246,8172,5/13/86,2/29/96,MID SOUTH INSURANCE CO,59543310,MIDS,3
10247,8173,5/13/86,4/2/95,GANTOS INC,36473U20,GTOS,3
10247,8173,4/3/95,7/21/99,GANTOS INC NEW,36473U20,GTOS,3
10247,8173,7/22/99,12/29/99,GANTOS INC NEW,36473U20,GTOS,3
10248,8174,5/13/86,9/24/87,CIMCO,17184210,CIMC,3
10248,8174,9/25/87,2/23/96,CIMCO INC,17184210,CIMC,3
10249,8175,5/13/86,10/13/88,SPORTSMANS GUIDE INC,84890710,GIDE,3
10250,8176,5/13/86,8/17/93,MERIDIAN NATIONAL CORP,58977440,MRCO,3
10250,8176,8/18/93,12/3/97,MERIDIAN NATIONAL CORP,58977440,MRCO,3
10251,8178,5/14/86,6/15/89,FIRST AMERN SVGS F A PA,33841310,FSAM,3
10251,8178,6/16/89,11/20/92,FLAGSHIP FINANCIAL CORP,33841310,FLGF,3
10252,8179,5/14/86,12/31/18,INDEPENDENT BANK CORP MA,45383610,INDB,3
10253,7922,5/14/86,9/14/86,THOROUGHBREDS USA INC,25614T20,TUSA,3
10253,7922,9/15/86,9/15/86,NEW SKY COMMMUNICATIONS INC,25614T20,NSKY,3
10253,7922,9/16/86,4/21/04,NEW SKY COMMMUNICATIONS INC,25614T20,,0
10253,7922,4/22/04,7/10/11,DOCUMENT SECURITY SYSTEMS INC,25614T20,DMC,2
10253,7922,7/11/11,8/25/16,DOCUMENT SECURITY SYSTEMS INC,25614T20,DSS,2
10253,7922,8/26/16,12/31/18,DOCUMENT SECURITY SYSTEMS INC,25614T20,DSS,2
10254,8180,5/14/86,8/26/87,STERLING INC,85935910,STRL,3
10255,8182,5/15/86,8/31/88,VERTICOM INC,92532510,VERT,3
10256,8183,5/15/86,10/19/89,OLD DOMINION SYSTEM INC,59507910,ODSI,3
10256,8183,10/20/89,7/23/01,MICROLOG CORP,59507910,MLOG,3
10257,8185,5/15/86,2/15/99,DIGITAL SOLUTIONS INC,23335Q10,DGSI,3
10257,8185,2/16/99,6/1/00,TEAMSTAFF INC,23335Q10,TSTF,3
10257,8185,6/2/00,4/20/08,TEAMSTAFF INC,23335Q10,TSTF,3
10257,8185,4/21/08,6/26/12,TEAMSTAFF INC,23335Q10,TSTF,3
10257,8185,6/27/12,12/31/18,D L H HOLDINGS CORP,23335Q10,DLHC,3
10258,8186,5/15/86,8/23/98,T CELL SCIENCES INC,15117B10,TCEL,3
10258,8186,8/24/98,3/9/08,AVANT IMMUNOTHERAPEUTICS INC,15117B10,AVAN,3
10258,8186,3/10/08,9/30/08,AVANT IMMUNOTHERAPEUTICS INC,15117B10,AVAN,3
10258,8186,10/1/08,12/31/18,CELLDEX THERAPEUTICS INC,15117B10,CLDX,3
10259,8187,5/15/86,8/24/18,SIGMA DESIGNS INC,82656510,SIGM,3
10260,8188,5/15/86,8/27/90,ALLSTAR VIDEO INC,1989310,ASVD,3
10261,8189,5/15/86,1/28/94,MOUNTAINEER BANKSHARES WV,62450910,MTNR,3
10262,8190,5/16/86,12/10/90,COGNITIVE SYSTEMS INC,19242810,CSAI,3
10263,8192,5/16/86,10/5/87,LOWELL INSTITUTION FOR SAVINGS,59027010,LIFS,3
10263,8192,10/6/87,1/9/91,MERRIMACK BANCORP INC MA,59027010,MRMK,3
10264,8191,5/16/86,11/2/87,UNIVATION INC,91335410,UNIV,3
10264,8191,11/3/87,12/16/87,UNIVATION INC,91335410,,0
10264,8191,12/17/87,3/17/89,UNIVATION INC,91335410,UNIV,3
10265,8193,5/16/86,5/8/92,F & M FINANCIAL SVCS CORP,30237210,FMFS,3
10266,8194,5/16/86,10/1/87,WALTHAM SAVINGS BANK,85890610,WLBK,3
10266,8194,10/2/87,5/12/91,WALTHAM CORP,85890610,WLBK,3
10266,8194,5/13/91,8/15/94,STERLING BANCSHARES CORP,85890610,STLG,3
10267,8195,5/16/86,8/27/92,NIAGARA EXCHANGE CORP,65336610,NIEX,3
10268,22178,12/31/25,9/21/61,AMERICAN ICE CO,2523110,,1
10268,22178,9/22/61,7/1/62,AMERICAN CONSUMER INDS INC,2523110,,1
10268,22178,7/2/62,1/1/68,AMERICAN CONSUMER INDS INC,2523110,ACA,1
10268,22178,1/2/68,4/16/69,AMERICAN CONSUMER INDS INC,2523110,ACA,1
10268,22178,4/17/69,12/13/72,AMERICAN CONSUMER INDS INC,2523110,,0
10268,22178,12/14/72,1/11/74,AMERICAN CONSUMER INDS INC,2523110,ACON,3
10269,6202,7/21/83,9/26/84,A I A INDUSTRIES INC,132010,AIAI,3
10270,8196,5/16/86,12/21/87,SAVECO INC,80516010,SVCO,3
10271,8197,5/28/86,12/1/86,MASSBANK FOR SAVINGS,57615210,MASB,3
10271,8197,12/2/86,9/3/08,MASSBANK CORP,57615210,MASB,3
10272,8198,5/16/86,1/27/12,TEKELEC,87910110,TKLC,3
10273,8199,5/19/86,6/16/92,LANDMARK BANK FOR SAVINGS MA,51505210,LDMK,3
10274,8200,5/19/86,12/21/87,BETA PHASE INC,8659210,BETA,3
10274,8200,12/22/87,4/12/88,BETA PHASE INC,8659210,,0
10274,8200,4/13/88,9/19/89,BETA PHASE INC,8659210,BETA,3
10275,8201,5/19/86,2/10/02,SENETEK PLC,81720930,SNTKY,3
10275,8201,2/11/02,11/9/04,SENETEK P L C,81720930,SNTK,3
10276,22179,12/31/25,8/8/34,AMERICAN BEET SUGAR CO,2530310,,1
10276,22179,8/9/34,7/1/62,AMERICAN CRYSTAL SUGAR CO,2530310,,1
10276,22179,7/2/62,1/1/68,AMERICAN CRYSTAL SUGAR CO,2530310,ACS,1
10276,22179,1/2/68,2/21/73,AMERICAN CRYSTAL SUGAR CO,2530310,ACS,1
10277,134,12/14/72,6/15/78,A I D INC DE,136010,AIDCA,3
10278,8166,5/20/86,1/2/89,HENLEY GROUP INC,96290130,HENG,3
10278,8166,1/3/89,8/24/89,WHEELABRATOR GROUP INC,96290130,WHGP,3
10278,8166,8/25/89,9/10/90,WHEELABRATOR TECHNOLOGIES INC N,96290130,WTI,1
10278,8166,9/11/90,3/30/98,WHEELABRATOR TECHNOLOGIES INC N,96290130,WTI,1
10279,8202,5/20/86,1/16/92,GENETICS INSTITUTE INC,37185510,GENI,3
10280,8203,5/20/86,7/20/87,PROTOCOM DEVICES INC,74371810,PRCM,3
10281,8204,5/20/86,7/21/98,AUTOINFO INC,5277710,AUTO,3
10282,8205,5/21/86,1/16/97,BRENDLES INC,10709010,BRDL,3
10283,8206,5/21/86,12/7/87,APPLIED OPTICS INC,3822420,APOP,3
10284,90,12/31/25,7/31/39,AMERICAN EXPRESS CO,2581690,,1
10285,5148,10/29/81,10/12/89,A I M TELEPHONES INC,142310,AIMT,3
10285,5148,10/13/89,1/17/92,A I M TELEPHONES INC,142310,AIM,2
10286,8208,5/21/86,2/5/87,PROSPECT GROUP INC,74291850,PROS,3
10286,8208,2/6/87,12/13/87,PROSPECT GROUP INC,74291850,PROSZ,3
10286,8208,12/14/87,1/7/90,PROSPECT GROUP INC,74291850,PROS,3
10286,8208,1/8/90,8/20/90,PROSPECT GROUP INC,74291850,PROSZ,3
10286,8208,8/21/90,5/31/93,PROSPECT GROUP INC,74291850,PROS,3
10286,8208,6/1/93,1/6/97,PROSPECT GROUP INC,74291850,PROS,3
10287,8209,5/20/86,6/22/88,A T I MEDICAL INC,207510,ATIM,3
10287,8209,6/23/88,5/29/92,A T I MEDICAL INC,207510,ATI,2
10288,8210,5/22/86,9/14/88,BEAR AUTOMOTIVE SVC EQUIP CO,7378610,BEAR,3
10289,9134,4/5/88,7/30/90,ANGIO MEDICAL CORP,3475510,ANME,3
10290,8212,5/23/86,4/30/12,HARLEYSVILLE GROUP INC,41282410,HGIC,3
10291,8177,5/27/86,2/24/88,FAMIGLIA INDUSTRIES INC,30686010,FAMI,3
10291,8177,2/25/88,12/23/88,FAMIGLIA BRANDS INC,30686010,FAMI,3
10292,22181,12/31/25,7/1/62,AMERICAN CHICLE CO,2599090,,1
10292,22181,7/2/62,10/2/62,AMERICAN CHICLE CO,2599090,ACJ,1
10293,6069,6/15/83,10/1/85,A I N LEASING CORP,142510,AINS,3
10294,2089,5/27/86,8/27/98,HAVERTY FURNITURE COS INC,41959620,HAVTA,3
10294,2089,8/28/98,12/31/18,HAVERTY FURNITURE COS INC,41959620,HVT,1
10295,8215,5/27/86,8/25/88,MICRO MEMBRANES INC,59486110,MEMB,3
10296,8216,5/27/86,12/30/94,GRENADA SUNBURST SYS CORP,39769910,GSSC,3
10297,8217,5/27/86,7/6/89,LAKE SUNAPEE SVNG BANK FSB,51086610,LSSB,3
10297,8217,7/7/89,5/31/15,NEW HAMPSHIRE THRIFT BNCSHRS IN,51086610,NHTB,3
